customer_id,age,gender,city_tier,membership_type,total_spend,num_transactions,avg_transaction_value,days_since_last_purchase,num_visits,product_categories_purchased,discount_used,high_value_customer
CUST002423,40,Male,Tier 1,Gold,782.66,13,60.2,21,,5,43.66,0
CUST003893,44,Male,Tier 2,Platinum,2794.07,30,93.14,12,41,10,360.13,0
CUST002487,38,Male,Tier 3,Gold,1961.68,14,140.12,23,,7,148.66,0
CUST003115,45,Male,Tier 3,Gold,3725.1,13,286.55,27,25,10,429.7,1
CUST000810,23,Female,Tier 2,Silver,950.39,7,135.77,49,,6,75.5,0
CUST003132,41,Female,Tier 3,Gold,2475.24,17,145.6,14,26,7,291.51,0
CUST000979,20,Male,Tier 2,Silver,663.7,11,60.34,37,14,4,17.22,0
CUST004874,54,Male,Tier 1,Silver,8446.41,20,422.32,17,31,9,246.1,1
CUST002729,36,Female,Tier 2,Silver,818.81,13,62.99,21,21,5,49.44,0
CUST003382,51,Male,Tier 3,Platinum,949.12,19,49.95,,28,6,100.3,0
CUST002526,45,Female,Tier 1,Gold,3728.1,15,248.54,26,22,4,215.46,1
CUST001439,30,Male,Tier 2,Platinum,243.92,11,22.17,47,16,6,23.78,0
CUST004987,49,Male,Tier 3,Gold,5250.93,39,134.64,19,48,13,526.95,1
CUST001527,37,Male,Tier 2,Silver,368.4,6,61.4,40,14,8,29.1,0
CUST001845,43,Male,Tier 1,Platinum,2188.41,8,273.55,17,11,7,228.06,0
CUST001809,30,Female,Tier 1,Silver,1366.46,19,71.92,26,28,6,72.66,0
CUST000175,29,Male,Tier 1,Gold,1231.11,11,111.92,35,13,6,103.73,0
CUST001591,22,Female,Tier 2,Silver,949.82,10,94.98,53,14,5,51.58,0
CUST003451,38,Male,Tier 2,Gold,4020.27,19,211.59,23,25,8,482.13,1
CUST004585,,Female,Tier 3,Platinum,15438.38,25,617.54,14,,9,1788.08,1
CUST004485,51,Female,Tier 1,Platinum,5762.45,22,261.93,19,32,9,858.11,1
CUST000218,26,Male,Tier 2,Platinum,936.46,9,104.05,49,14,2,86.63,0
CUST003967,55,Male,Tier 1,Platinum,2981.2,13,229.32,,22,12,284.12,0
CUST003771,62,Male,Tier 1,Platinum,8452.08,24,352.17,16,35,10,1027.07,1
CUST000691,26,Male,Tier 3,Gold,765.25,11,69.57,43,16,3,73.33,0
CUST002615,46,Male,Tier 3,Platinum,4002.46,8,500.31,21,20,7,402.29,0
CUST003604,42,Female,Tier 2,Silver,3209.65,16,200.6,24,21,6,173.95,1
CUST002269,37,Male,Tier 1,Gold,4750.92,15,316.73,21,26,7,512.42,1
CUST001107,31,Male,Tier 3,Gold,614.9,7,87.84,31,15,4,39.7,0
CUST001861,40,Female,Tier 3,Gold,5254.18,11,477.65,26,22,9,440.89,1
CUST001943,44,Male,Tier 1,Silver,2340.6,14,167.19,23,19,10,61.89,0
CUST001565,,Female,Tier 3,Silver,180.07,9,20.01,47,16,4,3.76,0
CUST000612,27,Male,Tier 1,Gold,554.52,9,61.61,41,17,3,45.16,0
CUST003287,39,Male,Tier 1,Silver,3322.2,15,221.48,22,29,9,143.06,1
CUST003762,51,Female,Tier 1,Platinum,4815.19,20,240.76,12,27,10,394.98,1
CUST000577,,Male,Tier 1,Gold,1219.02,10,121.9,40,14,7,102.64,0
CUST002092,44,Other,Tier 2,Gold,2794.14,14,199.58,34,22,7,182.78,0
CUST004459,36,Male,Tier 1,Platinum,5758.32,30,191.94,,38,15,599.88,1
CUST001181,28,Male,Tier 2,Gold,929.04,6,154.84,36,16,3,55.58,0
CUST000889,30,Female,Tier 3,Platinum,908.62,8,113.58,,14,3,116.03,0
CUST000166,,Male,Tier 3,Gold,907.37,13,69.8,43,,2,106.26,0
CUST001774,43,Female,Tier 1,Silver,3414.4,18,189.69,22,27,6,252.41,1
CUST004699,53,,Tier 2,Gold,12141.64,20,607.08,11,45,9,845.5,1
CUST000818,32,Female,Tier 2,Silver,1084.17,4,271.04,46,,5,43.51,0
CUST003323,30,Female,Tier 1,Platinum,4470.92,17,263,22,31,4,648.48,1
CUST001906,,Female,Tier 1,Gold,1667.45,20,83.37,30,33,9,87.51,0
CUST000209,30,Female,Tier 2,Silver,64.33,8,8.04,47,16,4,3.12,0
CUST000294,32,Female,Tier 2,Silver,1232,10,123.2,48,15,4,43.64,0
CUST001120,,Other,Tier 1,Silver,189.75,12,15.81,41,16,5,7.89,0
CUST002304,44,Female,Tier 2,Platinum,2939.8,17,172.93,23,21,9,314.15,0
CUST002079,40,Male,Tier 3,Platinum,2210.65,16,138.17,25,18,5,253.6,0
CUST001265,28,Female,Tier 1,Silver,641.01,11,58.27,38,13,4,33.16,0
CUST000991,29,Male,Tier 3,Silver,29.77,11,2.71,41,16,6,2.27,0
CUST002305,57,Female,Tier 2,Platinum,9326.09,18,518.12,30,24,6,1012.72,1
CUST004220,35,Female,Tier 2,Platinum,5816.91,23,252.91,14,35,8,476.38,1
CUST001546,30,Male,Tier 3,Gold,1251.06,6,208.51,37,16,4,99.7,0
CUST000354,27,Male,Tier 2,Silver,1308.93,5,261.79,26,10,3,63.03,0
CUST001898,54,Female,Tier 1,Gold,3337.44,15,222.5,25,19,5,183.08,1
CUST004779,41,Female,Tier 2,Silver,11358.14,19,597.8,13,31,13,262.59,1
CUST003085,40,Female,Tier 3,Platinum,1385.64,11,125.97,23,,7,174.13,0
CUST004280,55,Female,Tier 1,Silver,13044.91,15,869.66,8,23,10,872.62,1
CUST004067,53,Male,Tier 2,Platinum,3727.38,25,149.1,12,39,9,530.67,1
CUST001229,32,Female,Tier 2,Gold,685.33,9,76.15,55,13,5,80.77,0
CUST000260,31,Male,Tier 3,Silver,14.15,8,1.77,37,13,3,0.43,0
CUST001555,26,,Tier 2,Silver,527.97,8,66,38,13,3,13.68,0
CUST001819,40,Female,Tier 1,Gold,3632.67,13,279.44,27,17,8,237.72,1
CUST004764,55,Other,Tier 3,Platinum,2783.47,19,146.5,10,28,14,240.61,0
CUST004940,37,Male,Tier 1,Silver,4257.32,27,157.68,6,40,10,184.82,1
CUST002578,49,Male,Tier 3,Gold,1027.01,13,79,33,22,8,84.28,0
CUST000053,24,Male,Tier 3,Silver,1193.75,12,99.48,39,16,3,27.97,0
CUST002227,53,Female,Tier 2,Silver,3079.1,19,162.06,18,29,4,208.76,1
CUST001887,35,Male,Tier 2,Platinum,7403.84,6,1233.97,30,16,6,817.56,1
CUST002224,40,Female,Tier 2,Platinum,4333.28,12,361.11,32,22,6,501.72,1
CUST002441,55,Female,Tier 1,Silver,1176.16,15,78.41,29,22,11,47.19,0
CUST002828,,Male,Tier 1,Silver,5758.69,15,383.91,26,21,6,132.07,1
CUST002986,34,Female,Tier 1,Platinum,5032.59,21,239.65,,26,9,706.21,1
CUST001480,,Female,Tier 1,Silver,843.04,10,84.3,51,13,6,41.47,0
CUST001034,31,,Tier 3,Silver,2003.85,9,222.65,53,13,2,50.7,0
CUST001098,18,Male,Tier 2,Silver,581.36,9,64.6,52,16,5,35.91,0
CUST001470,30,Male,Tier 3,Silver,215.81,10,21.58,47,21,1,6.26,0
CUST000544,35,Male,Tier 3,Silver,402.38,11,36.58,48,17,5,25.19,0
CUST001047,31,,Tier 2,Silver,1712.1,9,190.23,43,13,5,86.34,0
CUST002624,53,Female,Tier 1,Platinum,5875.48,12,489.62,26,23,4,824.61,1
CUST001633,24,Male,Tier 2,Silver,589.64,5,117.93,38,12,3,27.14,0
CUST000031,24,Male,Tier 2,Silver,2162.59,11,196.6,52,18,3,105.18,0
CUST000726,27,Female,Tier 3,Silver,410.22,7,58.6,29,12,5,18.24,0
CUST004123,61,Male,Tier 2,Gold,4098.86,27,151.81,19,37,7,289.56,1
CUST004463,60,Female,Tier 1,Platinum,5185.96,17,305.06,19,29,10,642.28,1
CUST003956,45,Male,Tier 2,Platinum,14647.79,23,636.86,14,37,12,1356.28,1
CUST001427,38,Male,Tier 2,Silver,116.47,2,58.24,46,5,5,5.87,0
CUST002532,34,Female,Tier 1,Gold,1307.75,16,81.73,24,27,7,132.22,0
CUST000437,36,Female,Tier 1,Silver,1307.3,4,326.82,55,,3,66.1,0
CUST004577,40,Male,Tier 2,Platinum,6848.2,23,297.75,15,34,8,940.33,1
CUST000913,29,Male,Tier 1,Gold,485.56,9,53.95,37,13,4,44.38,0
CUST004245,52,Male,Tier 3,Platinum,11799.23,30,393.31,14,45,13,1316.24,1
CUST004506,55,Male,Tier 3,Platinum,8712.46,24,363.02,15,32,10,1023.01,1
CUST004536,45,Female,Tier 1,Platinum,9278.09,22,421.73,14,31,11,1123.52,1
CUST004073,36,Female,Tier 1,Platinum,3577.65,28,127.77,16,47,12,463.63,1
CUST002319,37,Male,Tier 2,Gold,381.35,12,31.78,23,20,6,27.23,0
CUST003173,31,Male,Tier 3,Platinum,2651.83,19,139.57,27,23,10,376.56,0
CUST001239,30,Male,Tier 2,Silver,857.57,12,71.46,47,16,5,28.17,0
CUST000904,34,Male,Tier 3,Platinum,583.7,9,64.86,46,17,2,78.02,0
CUST001816,34,Female,Tier 1,Platinum,1528.6,13,117.58,33,20,6,227.04,0
CUST003188,49,Female,Tier 1,Gold,2950.16,13,226.94,20,20,6,158.44,0
CUST001542,36,Male,Tier 2,Silver,146.26,4,36.56,41,5,3,3.07,0
CUST000508,23,Male,Tier 2,Gold,222.33,7,31.76,42,10,4,21.38,0
CUST004360,58,Female,Tier 1,Gold,12199.2,26,469.2,21,37,13,1234.74,1
CUST000184,30,Male,Tier 3,Silver,661.06,11,60.1,56,17,4,21.43,0
CUST002768,45,,Tier 1,Gold,4016.06,18,223.11,28,25,3,450.61,1
CUST001498,34,Female,Tier 2,Silver,181.85,9,20.21,46,13,4,11.27,0
CUST001872,40,Male,Tier 3,Gold,5906.94,13,454.38,27,24,5,662.97,1
CUST000322,30,Male,Tier 3,Silver,301.15,8,37.64,34,13,1,13.52,0
CUST004691,51,Male,Tier 2,Gold,5062.18,33,153.4,18,44,11,478.97,1
CUST004837,47,Female,Tier 3,Silver,7688.41,16,480.53,12,30,11,343.68,1
CUST004003,52,Male,Tier 1,Platinum,9827.28,24,409.47,22,29,9,1463.21,1
CUST004576,49,Female,Tier 2,Platinum,9655.65,32,301.74,15,39,8,1089.94,1
CUST003811,42,,Tier 2,Platinum,8285.62,27,306.87,15,38,12,734.89,1
CUST002355,51,Male,Tier 1,Gold,3371.62,19,177.45,24,34,7,332.29,1
CUST004009,47,Female,Tier 2,Platinum,7713.28,22,350.6,14,31,9,832.37,1
CUST004461,63,Male,Tier 1,Platinum,13538.45,27,501.42,19,34,9,1527.42,1
CUST001147,,Male,Tier 1,Gold,1977.39,9,219.71,41,14,2,169.11,0
CUST003050,51,Female,Tier 3,Platinum,1790.9,19,94.26,23,26,9,178.74,0
CUST000045,20,Female,Tier 2,Silver,1113.55,8,139.19,48,,4,60.9,0
CUST002074,43,Male,Tier 3,Gold,7327,10,732.7,18,21,5,713.05,1
CUST003874,37,Female,Tier 1,Gold,2885.56,32,90.17,16,47,7,195.7,0
CUST001868,51,Male,Tier 3,Platinum,3850.22,14,275.02,26,20,7,405.63,1
CUST001379,24,Male,Tier 1,Silver,2011.21,5,402.24,50,10,5,146.19,0
CUST004471,55,Male,Tier 1,Platinum,9923.98,20,496.2,19,29,10,1406.75,1
CUST004013,42,Female,Tier 1,Platinum,2163.75,35,61.82,22,46,9,287.81,0
CUST000414,34,,Tier 1,Silver,848.67,4,212.17,57,13,7,30.74,0
CUST002188,39,Male,Tier 3,Platinum,2118.6,17,124.62,26,24,7,186.64,0
CUST001408,35,Male,Tier 1,Gold,2686.52,4,671.63,48,10,1,159.69,0
CUST004310,47,Male,Tier 3,Platinum,1298.78,30,43.29,12,38,15,138.36,0
CUST000802,25,Female,Tier 2,Silver,254.87,8,31.86,46,11,5,7.2,0
CUST001289,22,Female,Tier 2,Silver,1824.3,5,364.86,46,,3,119.89,0
CUST003780,51,Male,Tier 2,Platinum,3667.46,29,126.46,21,41,15,543.37,1
CUST004223,51,Male,Tier 3,Silver,6456.56,30,215.22,17,44,10,298.6,1
CUST002064,41,Female,Tier 1,Silver,6494.62,20,324.73,21,27,7,345.41,1
CUST002452,,Female,Tier 1,Platinum,1530.22,13,117.71,32,21,7,125.54,0
CUST000257,34,Male,Tier 2,Silver,2609.13,6,434.86,50,10,4,112.21,0
CUST001871,,Male,Tier 2,Gold,7263.85,16,453.99,27,25,8,811.56,1
CUST001730,37,Male,Tier 2,Gold,2060.89,5,412.18,47,9,4,225.19,0
CUST001152,18,Female,Tier 1,Silver,1797.52,6,299.59,,10,5,131.91,0
CUST004074,50,Male,Tier 1,Gold,8014.09,25,320.56,13,44,7,837.43,1
CUST000648,27,Female,Tier 1,Gold,1106.78,9,122.98,43,,4,93.1,0
CUST002950,30,Female,Tier 2,Gold,4309.06,11,391.73,28,12,4,341.11,0
CUST001744,33,Female,Tier 3,Silver,799.6,5,159.92,49,6,3,55.26,0
CUST004863,45,Female,Tier 2,Platinum,5023.82,23,218.43,12,34,11,475.33,1
CUST004373,41,Female,Tier 1,Platinum,2864.49,23,124.54,9,31,6,420.81,0
CUST001316,21,Male,Tier 1,Silver,2315.91,9,257.32,49,11,2,184.31,0
CUST001089,26,Male,Tier 2,Silver,811.23,7,115.89,45,11,3,27.39,0
CUST002317,,Male,Tier 1,Platinum,2904.85,15,193.66,28,25,5,349.96,0
CUST002500,44,Male,Tier 2,Platinum,1132.47,20,56.62,18,23,8,168.74,0
CUST001742,27,Female,Tier 2,Silver,102.64,3,34.21,41,3,3,7.63,0
CUST001351,22,Female,Tier 2,Silver,1066.83,17,62.75,44,,5,56.87,0
CUST002535,38,Female,Tier 2,Silver,2508.69,17,147.57,29,24,5,56.73,0
CUST000113,28,Male,Tier 1,Gold,1516.32,5,303.26,37,14,5,88.26,0
CUST003177,30,Male,Tier 1,Platinum,2705.69,22,122.99,,33,4,381.29,0
CUST000264,22,Female,Tier 2,Gold,434.96,11,39.54,51,18,4,50.37,0
CUST001394,28,Female,Tier 2,Silver,484.68,10,48.47,40,17,7,36.26,0
CUST001925,,Male,Tier 2,Gold,4047.19,16,252.95,30,25,11,267.66,1
CUST001187,23,Female,Tier 2,Silver,1322.62,11,120.24,45,14,2,99.95,0
CUST002722,37,Male,Tier 3,Silver,6072.64,10,607.26,22,17,7,252.42,1
CUST000057,23,Female,Tier 2,Silver,1094.87,6,182.48,40,11,4,34.18,0
CUST001310,,Female,Tier 2,Gold,1982.36,8,247.8,58,,8,211.03,0
CUST000696,,Male,Tier 2,Silver,2350.16,10,235.02,43,,5,126.84,0
CUST004226,57,,Tier 1,Silver,7696,20,384.8,14,27,8,281.14,1
CUST002012,35,Male,Tier 1,Gold,732.43,17,43.08,26,23,9,57.79,0
CUST001768,40,Male,Tier 2,Silver,1955.07,18,108.62,30,25,10,151.41,0
CUST002427,46,Female,Tier 1,Gold,839.93,17,49.41,17,24,8,82.02,0
CUST001880,35,Female,Tier 1,Gold,5025.76,18,279.21,37,29,6,533.01,1
CUST000320,,Male,Tier 2,Silver,729.38,8,91.17,54,15,3,22.34,0
CUST002318,37,Female,Tier 2,Gold,3438.77,10,343.88,33,17,9,302.91,0
CUST001590,28,Male,Tier 2,Gold,373.44,6,62.24,,12,2,28.97,0
CUST000683,25,Male,Tier 1,Gold,1131.48,3,377.16,49,7,4,56.93,0
CUST002347,38,Male,Tier 3,Gold,8093.65,19,425.98,,26,5,815.55,1
CUST003259,51,Male,Tier 1,Gold,7295.55,14,521.11,32,,5,719.92,1
CUST000480,33,Male,Tier 2,Silver,1271.7,10,127.17,45,11,2,27.99,0
CUST003556,41,Male,Tier 1,Silver,2706.97,16,169.19,31,24,5,65.15,0
CUST002895,46,Male,Tier 1,Gold,3921.19,14,280.08,25,22,5,373.96,1
CUST000287,27,Female,Tier 1,Silver,2666.01,9,296.22,50,13,5,67.91,0
CUST001935,60,,Tier 1,Silver,3644.88,14,260.35,25,19,8,135,1
CUST002154,43,Male,Tier 1,Gold,3015.56,8,376.94,21,23,6,323.13,0
CUST003246,,Female,Tier 1,Gold,2083.06,8,260.38,33,18,8,183.79,0
CUST002536,39,Male,Tier 1,Gold,3955.79,13,304.29,28,16,5,463.98,0
CUST001757,40,Female,Tier 1,Silver,3980.99,11,361.91,29,18,7,128.09,0
CUST003883,35,Female,Tier 1,Platinum,10955.21,27,405.75,22,42,15,1451.4,1
CUST001599,28,Male,Tier 2,Gold,709.6,14,50.69,46,20,7,55.85,0
CUST003108,46,Male,Tier 3,Silver,1615.43,26,62.13,24,31,7,119.14,0
CUST002112,40,Female,Tier 2,Gold,3510.7,17,206.51,30,26,7,418.73,1
CUST000737,29,,Tier 1,Silver,515.01,6,85.84,39,9,6,25.79,0
CUST002375,,Female,Tier 1,Platinum,2798.57,7,399.8,22,11,4,324.41,0
CUST000337,23,Male,Tier 1,Platinum,1127.87,12,93.99,42,16,5,132.55,0
CUST002417,46,Male,Tier 1,Silver,2825.32,17,166.2,25,24,3,224.42,0
CUST002811,41,Male,Tier 2,Silver,1328.73,8,166.09,25,15,6,62.4,0
CUST003945,,Male,Tier 3,Gold,10720.6,30,357.35,11,39,10,557.57,1
CUST004428,43,Male,Tier 1,Platinum,9389.37,21,447.11,11,32,9,1088.43,1
CUST001072,30,Female,Tier 1,Silver,2598.16,7,371.17,23,9,3,89.1,0
CUST002322,48,Male,Tier 1,Gold,7266.13,11,660.56,32,18,5,801.74,1
CUST002352,46,Male,Tier 3,Silver,6067.44,14,433.39,24,21,5,237.65,1
CUST003807,52,Female,Tier 2,Gold,9975.63,32,311.74,14,42,9,520.95,1
CUST002019,47,Male,Tier 1,Silver,1890.31,11,171.85,29,19,6,97.71,0
CUST004136,48,Female,Tier 2,Silver,6550.29,27,242.6,13,36,7,184.94,1
CUST003978,,Male,Tier 1,Platinum,18971.72,25,758.87,9,36,10,1850.46,1
CUST003413,57,Male,Tier 1,Platinum,1097.18,18,60.95,,25,7,129.53,0
CUST001489,20,,Tier 3,Silver,1882.84,6,313.81,50,11,3,98.08,0
CUST000499,23,Female,Tier 2,Gold,784.9,6,130.82,58,9,3,40.64,0
CUST004368,52,Other,Tier 1,Platinum,10212.02,20,510.6,,32,7,1030.36,1
CUST002003,35,Male,Tier 1,Gold,646.81,11,58.8,19,16,5,48.07,0
CUST002593,41,Male,Tier 3,Silver,4207.93,13,323.69,25,21,4,112.35,1
CUST004657,48,Female,Tier 3,Platinum,19056.31,33,577.46,11,,11,2086.62,1
CUST002963,,Female,Tier 2,Gold,896.47,16,56.03,24,26,6,95.16,0
CUST004031,60,Female,Tier 3,Platinum,12850.95,19,676.37,16,34,12,1243.19,1
CUST004308,59,Female,Tier 1,Silver,8686.23,32,271.44,11,44,15,468.01,1
CUST001611,26,Female,Tier 2,Silver,1880.19,8,235.02,41,14,3,45.71,0
CUST003533,41,Female,Tier 1,Gold,2773.64,17,163.16,19,24,10,242.43,0
CUST002310,,Male,Tier 2,Gold,3185.75,19,167.67,24,29,9,374.53,1
CUST002868,34,Male,Tier 3,Silver,990.37,19,52.12,31,28,10,67.43,0
CUST001023,27,Male,Tier 1,Gold,2819.21,8,352.4,40,10,3,298.44,0
CUST002314,45,Male,Tier 2,Gold,4003.37,21,190.64,19,,6,211.23,1
CUST004958,,Female,Tier 2,Gold,2427.65,17,142.8,7,29,9,124.04,0
CUST002035,50,Male,Tier 3,Gold,2079.2,19,109.43,21,25,6,129.45,0
CUST003107,31,Male,Tier 1,Silver,2750.5,23,119.59,17,25,6,138.66,0
CUST003332,30,Male,Tier 2,Silver,1516.7,16,94.79,22,,8,108.06,0
CUST000666,28,Male,Tier 1,Silver,1088.73,4,272.18,,6,5,27.46,0
CUST003985,54,Female,Tier 2,Platinum,12450.93,22,565.95,14,34,6,1331.87,1
CUST002981,44,Female,Tier 1,Silver,1168.37,13,89.87,29,19,7,69.72,0
CUST001946,39,Female,Tier 1,Silver,2378.94,17,139.94,19,24,8,54.87,0
CUST004289,67,Female,Tier 1,Gold,7449.36,29,256.87,17,40,8,748.87,1
CUST002196,36,Male,Tier 1,Silver,3135.91,17,184.47,29,21,6,215.66,1
CUST001018,,Female,Tier 2,Silver,1862.54,9,206.95,57,13,2,125.36,0
CUST000558,25,,Tier 2,Gold,627.79,4,156.95,29,12,4,66.71,0
CUST003265,47,Male,Tier 1,Silver,2935.67,17,172.69,29,23,15,129.63,0
CUST001208,24,Other,Tier 1,Platinum,848.69,7,121.24,36,8,3,96.73,0
CUST004432,35,Male,Tier 2,Platinum,15653.19,19,823.85,9,23,13,1598.22,1
CUST002695,44,Male,Tier 1,Platinum,5601.26,10,560.13,21,18,6,675.98,0
CUST003300,51,Male,Tier 1,Gold,3292.45,17,193.67,30,26,5,234.55,1
CUST001511,,Female,Tier 3,Silver,829.09,6,138.18,50,9,3,62.29,0
CUST001778,41,Female,Tier 1,Gold,3205.83,10,320.58,28,17,7,220.15,0
CUST000246,26,Female,Tier 1,Silver,741.94,12,61.83,47,14,7,41.09,0
CUST001164,19,Female,Tier 3,Gold,907.75,15,60.52,47,18,1,59.41,0
CUST002370,51,Female,Tier 1,Gold,5047.58,16,315.47,29,29,8,529.53,1
CUST000267,36,Male,Tier 3,Silver,657.71,11,59.79,37,12,2,25.13,0
CUST004796,39,Male,Tier 3,Silver,15943.9,24,664.33,,42,7,556.5,1
CUST001115,28,Female,Tier 3,Platinum,887.33,7,126.76,40,14,6,105.63,0
CUST000064,22,Female,Tier 2,Platinum,974.09,13,74.93,,16,8,82.53,0
CUST002630,38,Female,Tier 2,Silver,2655.15,21,126.44,25,,10,104.81,0
CUST004592,53,Male,Tier 3,Silver,10150.73,17,597.1,17,32,8,622.24,1
CUST002797,46,Female,Tier 1,Gold,4178.74,10,417.87,24,16,9,394.5,0
CUST003054,35,Female,Tier 1,Gold,4002.85,18,222.38,25,27,9,318.98,1
CUST003120,55,Male,Tier 1,Silver,1241.09,14,88.65,26,20,11,71.72,0
CUST001910,43,Female,Tier 2,Gold,3262.98,15,217.53,23,23,6,173.64,1
CUST002856,37,Male,Tier 1,Platinum,3336.98,14,238.36,24,25,8,378.91,1
CUST002884,45,Male,Tier 1,Silver,552.35,14,39.45,25,22,8,31.21,0
CUST003820,40,Male,Tier 2,Gold,20305.94,16,1269.12,16,26,14,1538.1,1
CUST003472,41,Female,Tier 3,Silver,1990.63,9,221.18,35,18,8,102.68,0
CUST001238,25,Female,Tier 1,Silver,478.2,14,34.16,,15,5,10.38,0
CUST000104,23,Female,Tier 3,Silver,1699.56,10,169.96,49,14,4,89.22,0
CUST003881,55,Female,Tier 3,Platinum,5205.14,21,247.86,14,30,11,745.36,1
CUST000273,33,Female,Tier 1,Silver,638.09,9,70.9,49,,4,23.57,0
CUST000509,28,Female,Tier 3,Silver,789.76,7,112.82,35,12,3,37.3,0
CUST003760,51,Male,Tier 1,Platinum,8680.11,34,255.3,20,50,8,1124.57,1
CUST004959,51,Male,Tier 1,Platinum,10285.01,19,541.32,15,31,15,1080.37,1
CUST003739,39,Other,Tier 3,Gold,2729.6,19,143.66,22,27,5,276.69,0
CUST000866,26,Male,Tier 3,Gold,2012.24,5,402.45,39,8,5,226.44,0
CUST002466,49,Male,Tier 1,Platinum,1078.24,20,53.91,26,24,8,98.31,0
CUST000909,31,Male,Tier 1,Silver,407.28,8,50.91,38,10,3,11.38,0
CUST002143,43,Female,Tier 1,Gold,4713.73,12,392.81,18,16,12,487.05,1
CUST004217,70,Female,Tier 1,Silver,10740.96,26,413.11,14,34,8,435.88,1
CUST003949,,Male,Tier 1,Gold,10425.65,30,347.52,16,38,11,1149.86,1
CUST001628,34,Male,Tier 1,Silver,960.55,8,120.07,38,,2,35.32,0
CUST002991,54,,Tier 1,Silver,5634.73,20,281.74,23,29,8,351.72,1
CUST001523,26,,Tier 2,Silver,535.83,6,89.3,44,14,5,13.04,0
CUST000836,29,Female,Tier 3,Silver,1033,8,129.12,40,14,3,68.96,0
CUST000359,29,Female,Tier 1,Gold,666.76,9,74.08,48,18,4,72.85,0
CUST000139,32,Female,Tier 3,Gold,1186.44,8,148.3,47,11,3,67.26,0
CUST000300,31,Male,Tier 2,Silver,355.86,11,32.35,45,17,2,9.83,0
CUST001557,32,Female,Tier 1,Gold,3618.85,4,904.71,63,7,5,310.19,0
CUST001004,24,Female,Tier 1,Silver,3580.78,10,358.08,39,13,5,231.59,0
CUST000383,18,Male,Tier 1,Silver,378.2,7,54.03,31,10,2,17.68,0
CUST000942,32,Male,Tier 2,Gold,857.56,8,107.2,53,12,4,48.81,0
CUST004822,50,Male,Tier 1,Platinum,3700.22,19,194.75,11,27,6,340.49,1
CUST003920,51,Male,Tier 3,Platinum,10189.29,18,566.07,12,29,12,1373.28,1
CUST000762,28,Male,Tier 3,Silver,2412.07,11,219.28,53,21,2,156.18,0
CUST001747,32,Male,Tier 2,Silver,1027.01,8,128.38,39,14,4,82.01,0
CUST001920,,,Tier 1,Silver,4685.37,15,312.36,22,23,6,326,1
CUST002586,36,Male,Tier 1,Silver,5671.02,11,515.55,31,20,9,211.7,1
CUST002115,47,Female,Tier 2,Silver,3942.37,22,179.2,25,27,7,298.15,1
CUST002228,37,Female,Tier 2,Gold,2352.22,11,213.84,12,19,5,231.8,0
CUST000899,34,Male,Tier 2,Gold,931.21,8,116.4,44,11,2,90.25,0
CUST004053,56,Female,Tier 1,Platinum,4118.2,26,158.39,13,39,7,371.91,1
CUST003656,44,Male,Tier 2,Gold,1010.51,19,53.18,17,27,8,63.03,0
CUST001403,33,Female,Tier 3,Silver,1662.46,7,237.49,40,14,3,113.46,0
CUST002246,42,Female,Tier 1,Gold,4489.79,21,213.8,23,31,5,341.06,1
CUST003836,48,Male,Tier 1,Silver,12325.13,26,474.04,17,,12,279.96,1
CUST004410,60,,Tier 2,Platinum,4362.74,28,155.81,19,,12,453.16,1
CUST003667,47,Male,Tier 2,Gold,641.82,15,42.79,28,22,8,53.13,0
CUST001513,24,Male,Tier 1,Silver,1373.18,7,196.17,47,13,6,38.71,0
CUST001189,30,Male,Tier 1,Silver,963.66,7,137.67,41,9,3,45.28,0
CUST004377,35,Female,Tier 1,Gold,10552.97,35,301.51,14,45,10,859.29,1
CUST003553,44,Male,Tier 3,Gold,568.5,15,37.9,16,24,7,53.58,0
CUST003929,40,Female,Tier 2,Silver,5506.14,10,550.61,16,20,8,292.78,1
CUST003484,41,Male,Tier 2,Platinum,1753.79,16,109.61,22,28,4,164.65,0
CUST000109,29,Female,Tier 2,Silver,782.91,9,86.99,41,14,5,16.4,0
CUST003803,39,Female,Tier 1,Platinum,7349.58,19,386.82,12,31,9,1012.32,1
CUST002340,36,Male,Tier 2,Gold,2875.82,16,179.74,,18,6,193.27,0
CUST001903,51,Female,Tier 3,Silver,1478.31,14,105.59,29,22,8,45.53,0
CUST000059,29,Other,Tier 3,Silver,434.8,7,62.11,51,16,5,30.75,0
CUST000077,28,Female,Tier 1,Gold,1818.03,6,303,43,17,3,181.03,0
CUST000797,27,Female,Tier 1,Silver,1212.19,9,134.69,39,11,4,96.09,0
CUST000369,28,Male,Tier 1,Gold,1127.54,7,161.08,49,9,3,101.53,0
CUST004931,62,Female,Tier 3,Silver,6604.47,20,330.22,15,36,6,282.3,1
CUST000786,33,Male,Tier 2,Silver,395.35,6,65.89,45,11,4,19.11,0
CUST004355,56,,Tier 1,Gold,6615.59,26,254.45,17,33,9,464.33,1
CUST003849,50,Female,Tier 1,Gold,2419.21,19,127.33,18,27,5,286.86,0
CUST002345,30,,Tier 3,Silver,2475.5,15,165.03,27,21,7,139.42,0
CUST002053,36,Female,Tier 2,Gold,1891.76,26,72.76,31,,7,103.41,0
CUST004212,46,Female,Tier 1,Silver,8368.24,18,464.9,12,33,10,416.7,1
